genus,species,common_nam,street_num,street_nam,site,date_deliv,time_deliv,date_compl,time_compl,estimated_,source,program_ye,OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,GEOID20,NAME20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,TRACT_DESCRIPTION,Shape_Length,Shape_Area
Platanus,mexicana,Mexican sycamore,1514,Runnymede Rd,1F,10/26/2017,00:00.0,10/30/2017,00:00.0,1256.63706,City Nursery,2018,13,51,710,1200,51710001200,12,Census Tract,G5020,S,2001429,1416159,36.911089,-76.3051537,"LOCHAVEN, MEADOWBROOK",0.10623916,0.000345571
Platanus,mexicana,Mexican sycamore,7721,Argyle Ave,1F,10/26/2017,00:00.0,10/30/2017,00:00.0,1256.63706,City Nursery,2018,13,51,710,1200,51710001200,12,Census Tract,G5020,S,2001429,1416159,36.911089,-76.3051537,"LOCHAVEN, MEADOWBROOK",0.10623916,0.000345571
Cercis,canadensis 'Forest Pansy',Forest Pansy redbud,7403,Hampton Blvd,2F,10/26/2017,00:00.0,11/1/2017,00:00.0,490.873852,City Nursery,2018,13,51,710,1200,51710001200,12,Census Tract,G5020,S,2001429,1416159,36.911089,-76.3051537,"LOCHAVEN, MEADOWBROOK",0.10623916,0.000345571
Lagerstroemia,indica x fauriei 'Natchez',Natchez crape myrtle,1511,Cloncurry Rd,1M,10/26/2017,00:00.0,10/30/2017,00:00.0,314.159265,City Nursery,2018,13,51,710,1200,51710001200,12,Census Tract,G5020,S,2001429,1416159,36.911089,-76.3051537,"LOCHAVEN, MEADOWBROOK",0.10623916,0.000345571
Cercis,canadensis 'Forest Pansy',Forest Pansy redbud,7403,Hampton Blvd,1F,10/26/2017,00:00.0,11/1/2017,00:00.0,490.873852,City Nursery,2018,13,51,710,1200,51710001200,12,Census Tract,G5020,S,2001429,1416159,36.911089,-76.3051537,"LOCHAVEN, MEADOWBROOK",0.10623916,0.000345571
Platanus,mexicana,Mexican sycamore,1511,Cloncurry Rd,2S,10/26/2017,00:00.0,10/30/2017,00:00.0,1256.63706,City Nursery,2018,13,51,710,1200,51710001200,12,Census Tract,G5020,S,2001429,1416159,36.911089,-76.3051537,"LOCHAVEN, MEADOWBROOK",0.10623916,0.000345571
Lagerstroemia,indica x fauriei 'Natchez',Natchez crape myrtle,1511,Cloncurry Rd,2M,10/26/2017,00:00.0,10/30/2017,00:00.0,314.159265,City Nursery,2018,13,51,710,1200,51710001200,12,Census Tract,G5020,S,2001429,1416159,36.911089,-76.3051537,"LOCHAVEN, MEADOWBROOK",0.10623916,0.000345571
Acer,barbatum,Florida maple,1625,W Little Creek Rd,4P,12/7/2018,00:00.0,12/17/2018,00:00.0,1256.63706,City Nursery,2019,13,51,710,1200,51710001200,12,Census Tract,G5020,S,2001429,1416159,36.911089,-76.3051537,"LOCHAVEN, MEADOWBROOK",0.10623916,0.000345571
Halesia,diptera,Two-winged silverbell,1625,W Little Creek Rd,2P,12/3/2018,00:00.0,12/5/2018,00:00.0,706.5,City Nursery,2019,13,51,710,1200,51710001200,12,Census Tract,G5020,S,2001429,1416159,36.911089,-76.3051537,"LOCHAVEN, MEADOWBROOK",0.10623916,0.000345571
Acer,barbatum,Florida maple,1625,W Little Creek Rd,7P,12/7/2018,00:00.0,12/17/2018,00:00.0,1256.63706,City Nursery,2019,13,51,710,1200,51710001200,12,Census Tract,G5020,S,2001429,1416159,36.911089,-76.3051537,"LOCHAVEN, MEADOWBROOK",0.10623916,0.000345571
Platanus,mexicana,Mexican sycamore,1511,Cloncurry Rd,1S,10/26/2017,00:00.0,10/30/2017,00:00.0,1256.63706,City Nursery,2018,13,51,710,1200,51710001200,12,Census Tract,G5020,S,2001429,1416159,36.911089,-76.3051537,"LOCHAVEN, MEADOWBROOK",0.10623916,0.000345571
Platanus,mexicana,Mexican sycamore,1511,Cloncurry Rd,2S,10/18/2017,00:00.0,10/30/2017,00:00.0,1256.63706,Purchased,2018,13,51,710,1200,51710001200,12,Census Tract,G5020,S,2001429,1416159,36.911089,-76.3051537,"LOCHAVEN, MEADOWBROOK",0.10623916,0.000345571
Halesia,diptera,Two-winged silverbell,1625,W Little Creek Rd,3P,12/3/2018,00:00.0,12/5/2018,00:00.0,706.5,City Nursery,2019,13,51,710,1200,51710001200,12,Census Tract,G5020,S,2001429,1416159,36.911089,-76.3051537,"LOCHAVEN, MEADOWBROOK",0.10623916,0.000345571
Malus,x 'Prairiefire',Prairie Fire crabapple,416,Bradford Ave,1F,12/28/2017,00:00.0,1/16/2018,00:00.0,530.929158,Purchased,2018,14,51,710,1300,51710001300,13,Census Tract,G5020,S,655895,0,36.9178174,-76.2803592,SUSSEX,0.038851579,6.63E-05
Acer,campestre,Hedge maple,201,Granby Park,1S,12/28/2017,00:00.0,1/12/2018,00:00.0,490.873852,Purchased,2018,15,51,710,1400,51710001400,14,Census Tract,G5020,S,1359451,43015,36.9080035,-76.2679909,WARDS CORNER,0.052045361,0.000141806
Quercus,phellos,Willow oak,435,Virginian Dr,2F,10/27/2017,00:00.0,10/31/2017,00:00.0,1963.49541,City Nursery,2018,15,51,710,1400,51710001400,14,Census Tract,G5020,S,1359451,43015,36.9080035,-76.2679909,WARDS CORNER,0.052045361,0.000141806
Acer,campestre,Hedge maple,201,Granby Park,2F,12/28/2017,00:00.0,1/12/2018,00:00.0,490.873852,Purchased,2018,15,51,710,1400,51710001400,14,Census Tract,G5020,S,1359451,43015,36.9080035,-76.2679909,WARDS CORNER,0.052045361,0.000141806
Acer,campestre,Hedge maple,201,Granby Park,2S,12/28/2017,00:00.0,1/12/2018,00:00.0,490.873852,Purchased,2018,15,51,710,1400,51710001400,14,Census Tract,G5020,S,1359451,43015,36.9080035,-76.2679909,WARDS CORNER,0.052045361,0.000141806
Acer,campestre,Hedge maple,201,Granby Park,1F,12/28/2017,00:00.0,1/12/2018,00:00.0,490.873852,Purchased,2018,15,51,710,1400,51710001400,14,Census Tract,G5020,S,1359451,43015,36.9080035,-76.2679909,WARDS CORNER,0.052045361,0.000141806
Quercus,muehlenbergii,Chinquapin oak,200,Glen Echo Dr,1F,12/3/2018,00:00.0,11/29/2018,00:00.0,2826,City Nursery,2019,15,51,710,1400,51710001400,14,Census Tract,G5020,S,1359451,43015,36.9080035,-76.2679909,WARDS CORNER,0.052045361,0.000141806
Quercus,margarettae,Sand post oak,7300,Newport Ave,4B,1/10/2018,00:00.0,1/11/2018,00:00.0,706.858347,City Nursery,2018,16,51,710,1500,51710001500,15,Census Tract,G5020,S,861348,91921,36.9134612,-76.2844792,COLONY POINT,0.049496174,9.64E-05
Quercus,margarettae,Sand post oak,7300,Newport Ave,2B,1/10/2018,00:00.0,1/11/2018,00:00.0,706.858347,City Nursery,2018,16,51,710,1500,51710001500,15,Census Tract,G5020,S,861348,91921,36.9134612,-76.2844792,COLONY POINT,0.049496174,9.64E-05
Quercus,margarettae,Sand post oak,7300,Newport Ave,3B,1/10/2018,00:00.0,1/11/2018,00:00.0,706.858347,City Nursery,2018,16,51,710,1500,51710001500,15,Census Tract,G5020,S,861348,91921,36.9134612,-76.2844792,COLONY POINT,0.049496174,9.64E-05
Quercus,muehlenbergii,Chinquapin oak,500,W. Little Creek Rd,1F,11/27/2018,00:00.0,11/29/2018,00:00.0,2826,City Nursery,2019,16,51,710,1500,51710001500,15,Census Tract,G5020,S,861348,91921,36.9134612,-76.2844792,COLONY POINT,0.049496174,9.64E-05
Magnolia,virginiana,Sweetbay magnolia,7300,Newport Ave,1B,12/22/2017,00:00.0,12/28/2017,00:00.0,490.873852,City Nursery,2018,16,51,710,1500,51710001500,15,Census Tract,G5020,S,861348,91921,36.9134612,-76.2844792,COLONY POINT,0.049496174,9.64E-05
Lagerstroemia,indica x fauriei 'Tuscarora',Tuscarora crape myrtle,6432,Otis Circle,2F,12/28/2017,00:00.0,1/16/2018,00:00.0,314.159265,Purchased,2018,19,51,710,2000,51710002000,20,Census Tract,G5020,S,922706,263931,36.8966314,-76.2604123,ROLAND PARK,0.053302001,0.000119966
Asminia,triloba,Pawpaw,535,Garren Ave,1FL,12/3/2018,00:00.0,12/5/2018,00:00.0,706.5,City Nursery,2019,19,51,710,2000,51710002000,20,Census Tract,G5020,S,922706,263931,36.8966314,-76.2604123,ROLAND PARK,0.053302001,0.000119966
Salix,matsudana,Corkscrew willow,535,Garren Ave,4FL,12/3/2018,00:00.0,12/12/2018,00:00.0,314,City Nursery,2019,19,51,710,2000,51710002000,20,Census Tract,G5020,S,922706,263931,36.8966314,-76.2604123,ROLAND PARK,0.053302001,0.000119966
Salix,matsudana,Corkscrew willow,535,Garren Ave,3FL,12/3/2018,00:00.0,12/12/2018,00:00.0,314,City Nursery,2019,19,51,710,2000,51710002000,20,Census Tract,G5020,S,922706,263931,36.8966314,-76.2604123,ROLAND PARK,0.053302001,0.000119966
Asminia,triloba,Pawpaw,535,Garren Ave,2FL,12/3/2018,00:00.0,12/5/2018,00:00.0,706.5,City Nursery,2019,19,51,710,2000,51710002000,20,Census Tract,G5020,S,922706,263931,36.8966314,-76.2604123,ROLAND PARK,0.053302001,0.000119966
Nyssa,sylvatica,Black tupelo,1612,Willow Wood Dr,5P,12/13/2017,00:00.0,2/6/2018,00:00.0,962.11275,City Nursery,2018,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Cercis,canadensis 'Merlot',Merlot redbud,1610,Cromwell Dr,10L,11/21/2018,00:00.0,11/28/2018,00:00.0,490.873852,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Salix,matsudana,Corkscrew willow,1612,Willow Wood Dr,8FL,2/7/2019,00:00.0,2/8/2019,00:00.0,314,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Quercus,prinoides,Dwarf chinquapin oak,1612,Willow Wood Dr,7P,12/13/2017,00:00.0,1/23/2018,00:00.0,153.93804,City Nursery,2018,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Malus,pumila 'King David',King David apple,1610,Cromwell Dr,2F,11/21/2018,00:00.0,11/29/2018,00:00.0,177,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Cercis,canadensis,Redbud,1440,South Veaux Loop,2F,12/4/2017,00:00.0,12/7/2017,00:00.0,490.873852,City Nursery,2018,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Ulmus,alata,Winged elm,3518,Elmore Pl,2F,1/11/2019,00:00.0,1/23/2019,00:00.0,1256,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Acer,buergerianum,Trident maple,1610,Cromwell Dr,1S,12/7/2018,00:00.0,12/12/2018,00:00.0,1256.63706,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Nyssa,sylvatica,Black tupelo,1612,Willow Wood Dr,4P,12/13/2017,00:00.0,2/6/2018,00:00.0,962.11275,City Nursery,2018,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Acer,barbatum,Florida maple,1610,Cromwell Dr,22L,12/7/2018,00:00.0,12/14/2018,00:00.0,1258.63706,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Quercus,virginiana,Live oak,1610,Cromwell Dr,25L,12/7/2018,00:00.0,12/14/2018,00:00.0,6361.72512,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Chionanthus,virginicus,White fringetree,1612,Willow Wood Dr,1P,2/1/2018,00:00.0,2/6/2018,00:00.0,176.714587,City Nursery,2018,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Salix,matsudana,Corkscrew willow,1612,Willow Wood Dr,9FL,2/7/2019,00:00.0,2/8/2019,00:00.0,314,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Cercis,canadensis 'Merlot',Merlot redbud,1610,Cromwell Dr,11L,11/21/2018,00:00.0,11/28/2018,00:00.0,490.873852,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Salix,matsudana,Corkscrew willow,1612,Willow Wood Dr,24P,12/3/2018,00:00.0,12/14/2018,00:00.0,314,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Malus,pumila 'King David',King David apple,1610,Cromwell Dr,1F,11/21/2018,00:00.0,11/29/2018,00:00.0,177,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Ulmus,carpinifolia x parvifolia 'Frontier',Frontier elm,3531,Colmar Quarter,1F,12/4/2017,00:00.0,12/7/2017,00:00.0,490.873852,City Nursery,2018,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Acer,barbatum,Florida maple,1610,Cromwell Dr,21L,12/7/2018,00:00.0,12/14/2018,00:00.0,1257.63706,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Asminia,triloba,Pawpaw,1610,Cromwell Dr,16L,12/3/2018,00:00.0,12/6/2018,00:00.0,706.5,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Chionanthus,virginicus,White fringetree,1612,Willow Wood Dr,2P,2/1/2018,00:00.0,2/6/2018,00:00.0,176.714587,City Nursery,2018,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Quercus,muehlenbergii,Chinquapin oak,1610,Cromwell Dr,13L,11/27/2018,00:00.0,12/6/2018,00:00.0,2826,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Ulmus,alata,Winged elm,3519,Elmore Pl,1F,1/31/2019,00:00.0,3/7/2019,00:00.0,1256,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Quercus,muehlenbergii,Chinquapin oak,1610,Cromwell Dr,12L,11/27/2018,00:00.0,12/6/2018,00:00.0,2826,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Asminia,triloba,Pawpaw,1610,Cromwell Dr,15L,12/3/2018,00:00.0,12/6/2018,00:00.0,706.5,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Salix,matsudana,Corkscrew willow,1612,Willow Wood Dr,10FL,2/7/2019,00:00.0,2/8/2019,00:00.0,314,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Salix,matsudana,Corkscrew willow,1612,Willow Wood Dr,25P,12/3/2018,00:00.0,12/14/2018,00:00.0,314,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Malus,pumila 'Roxburry Russet',Roxburry Russet apple,1610,Cromwell Dr,3F,11/21/2018,00:00.0,11/29/2018,00:00.0,177,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Acer,barbatum,Florida maple,1610,Cromwell Dr,20L,12/7/2018,00:00.0,12/14/2018,00:00.0,1256.63706,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Ulmus,americana 'Princeton',Princeton American elm,1612,Willow Wood Dr,30FL,2/12/2019,00:00.0,2/26/2019,00:00.0,1256.63706,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Acer,buergerianum,Trident maple,1610,Cromwell Dr,3S,12/7/2018,00:00.0,12/12/2018,00:00.0,1256.63706,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Salix,matsudana,Corkscrew willow,1612,Willow Wood Dr,5FL,2/7/2019,00:00.0,2/8/2019,00:00.0,314,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Ostrya,virginiana,Hophornbeam,1416,South Veaux Loop,1F,10/26/2017,00:00.0,10/31/2017,00:00.0,706.858347,City Nursery,2018,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Nyssa,sylvatica,Black tupelo,1612,Willow Wood Dr,6P,12/13/2017,00:00.0,2/6/2018,00:00.0,962.11275,City Nursery,2018,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Quercus,virginiana,Live oak,1610,Cromwell Dr,24L,12/7/2018,00:00.0,12/14/2018,00:00.0,6361.72512,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Asminia,triloba,Pawpaw,1610,Cromwell Dr,14L,12/3/2018,00:00.0,12/6/2018,00:00.0,706.5,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Quercus,muehlenbergii,Chinquapin oak,5510,Lakewood Dr,1S,12/3/2018,00:00.0,11/29/2018,00:00.0,2826,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Salix,matsudana,Corkscrew willow,1612,Willow Wood Dr,6FL,2/7/2019,00:00.0,2/8/2019,00:00.0,314,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Acer,buergerianum,Trident maple,1610,Cromwell Dr,2S,12/7/2018,00:00.0,12/12/2018,00:00.0,1256.63706,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Nyssa,sylvatica,Black tupelo,1612,Willow Wood Dr,3P,12/13/2017,00:00.0,2/6/2018,00:00.0,962.11275,City Nursery,2018,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Malus,pumila 'Roxburry Russet',Roxburry Russet apple,1610,Cromwell Dr,4F,11/21/2018,00:00.0,11/29/2018,00:00.0,177,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Acer,barbatum,Florida maple,1610,Cromwell Dr,23L,12/7/2018,00:00.0,12/14/2018,00:00.0,1259.63706,City Nursery,2019,20,51,710,2100,51710002100,21,Census Tract,G5020,S,1305366,515718,36.8892141,-76.2688749,LAKEWOOD,0.058228716,0.000184089
Quercus,muehlenbergii,Chinquapin oak,134,Beverly Ave,1F,11/21/2018,00:00.0,12/12/2018,00:00.0,2826,City Nursery,2019,21,51,710,2200,51710002200,22,Census Tract,G5020,S,1486455,883212,36.8967187,-76.2806643,"RIVERPOINT, BELVEDERE",0.077782745,0.000239568
Styrax,japonicus,Japanese snowbell,111,Blake Rd,2F,11/28/2018,00:00.0,12/12/2018,00:00.0,706.858347,City Nursery,2019,21,51,710,2200,51710002200,22,Census Tract,G5020,S,1486455,883212,36.8967187,-76.2806643,"RIVERPOINT, BELVEDERE",0.077782745,0.000239568
Malus,x 'Prairiefire',Prairie Fire crabapple,136,Blake Rd,2F,3/14/2018,00:00.0,3/19/2018,00:00.0,530.929158,Purchased,2018,21,51,710,2200,51710002200,22,Census Tract,G5020,S,1486455,883212,36.8967187,-76.2806643,"RIVERPOINT, BELVEDERE",0.077782745,0.000239568
Styrax,japonicus,Japanese snowbell,132,Blake Rd,1F,12/3/2018,00:00.0,12/5/2018,00:00.0,706.858347,City Nursery,2019,21,51,710,2200,51710002200,22,Census Tract,G5020,S,1486455,883212,36.8967187,-76.2806643,"RIVERPOINT, BELVEDERE",0.077782745,0.000239568
Styrax,japonicus,Japanese snowbell,111,Blake Rd,1F,11/28/2018,00:00.0,12/12/2018,00:00.0,706.858347,City Nursery,2019,21,51,710,2200,51710002200,22,Census Tract,G5020,S,1486455,883212,36.8967187,-76.2806643,"RIVERPOINT, BELVEDERE",0.077782745,0.000239568
Styrax,japonicus,Japanese snowbell,111,Blake Rd,2F,12/13/2017,00:00.0,1/12/2018,00:00.0,706.858347,City Nursery,2018,21,51,710,2200,51710002200,22,Census Tract,G5020,S,1486455,883212,36.8967187,-76.2806643,"RIVERPOINT, BELVEDERE",0.077782745,0.000239568
Quercus,phellos,Willow oak,1145,Bolling Ave,14SC,12/6/2017,00:00.0,12/14/2017,00:00.0,1963.49541,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Chionanthus,virginicus,White fringetree,1145,Bolling Ave,1SC,12/4/2017,00:00.0,12/12/2017,00:00.0,176.714587,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Acer,barbatum,Florida maple,1101,Jamestown Cres,3S,10/26/2017,00:00.0,10/31/2017,00:00.0,1256.63706,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Quercus,phellos,Willow oak,1027,Bolling Ave,6F,11/21/2018,00:00.0,11/28/2018,00:00.0,1963.49541,City Nursery,2019,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Chionanthus,virginicus,White fringetree,1145,Bolling Ave,5SC,12/4/2017,00:00.0,12/12/2017,00:00.0,176.714587,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Ulmus,americana 'Princeton',Princeton American elm,1145,Bolling Ave,29SC,12/4/2017,00:00.0,12/12/2017,00:00.0,1256.63706,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Styrax,japonicus,Japanese snowbell,5900,Hampton Blvd,2F,12/12/2018,00:00.0,1/9/2019,00:00.0,706.858347,City Nursery,2019,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Quercus,phellos,Willow oak,1145,Bolling Ave,21SC,12/6/2017,00:00.0,12/14/2017,00:00.0,1963.49541,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Taxodium,distichum,Bald cypress,1145,Bolling Ave,25SC,12/4/2017,00:00.0,12/14/2017,00:00.0,490.873852,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Magnolia,virginiana,Sweetbay magnolia,850,Jamestown Cres,1F,12/13/2017,00:00.0,1/11/2018,00:00.0,490.873852,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Quercus,phellos,Willow oak,1145,Bolling Ave,15SC,12/6/2017,00:00.0,12/14/2017,00:00.0,1963.49541,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Quercus,phellos,Willow oak,1027,Bolling Ave,3F,10/27/2017,00:00.0,12/12/2017,00:00.0,1963.49541,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Chionanthus,virginicus,White fringetree,1145,Bolling Ave,4SC,12/4/2017,00:00.0,12/12/2017,00:00.0,176.714587,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Ulmus,americana 'Princeton',Princeton American elm,1145,Bolling Ave,28SC,12/4/2017,00:00.0,12/12/2017,00:00.0,1256.63706,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Quercus,laurifolia,Laurel oak,1052,Manchester Ave,1F,1/30/2018,00:00.0,2/1/2018,00:00.0,2827.43339,Purchased,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
Magnolia,virginiana,Sweetbay magnolia,850,Jamestown Cres,2F,12/13/2017,00:00.0,1/11/2018,00:00.0,490.873852,City Nursery,2018,22,51,710,2300,51710002300,23,Census Tract,G5020,S,949911,614759,36.8977324,-76.2976672,LARCHMONT,0.053935089,0.000158186
